advertiserurl,company,employmenttype_jobstatus,jobdescription,jobid,joblocation_address,jobtitle,postdate,shift,site_name,skills,uniq_id
"https://www.dice.com/jobs/detail/Business-Analyst-Datanomics-Warren-NJ-07059/DATANOM/19453?icid=sr11397-380p&q=&l=New%20York,%20NY",Datanomics,"Contract W2, 6+ Months","Datanomics, a full service provider of computer consulting services since 1982, is currently seeking a Business Analyst for a contractposition with our client in Warren, New Jersey. SEND your resume to Resumes@datanomics.com Please contact Lisa Conord at 908-707-8200 ext. 227,after sending your resume. Required Skills: Project Management, Business Analysis, Business Requirements/Specifications Desired Skills:* Experienced Business Analyst primary, with some PM* Ability to design wire frames, graphics, screen mock-ups and participate in usability evaluations * Understanding of user-centered design* Must have 5+ years of experience writing business requirements/specifications* Bachelor's degree + 8years experience* Front line person to the business and other technical teams * Very good communication skills* Excellent writing skills mandatory* Mobile Apps is a plus* Experience with Agile, Clarity, ALM, JIRA is a plus please contact Lisa Conordat 908-707-8200 ext. 227.or send your resume to Resumes@datanomics.com Datanomics is an equal opportunity employer.",Dice Id : DATANOM,"Warren, NJ",Business Analyst,3 weeks ago,Telecommuting not available|Travel not required,,"Project Management, Business Analysis, Business Requirements/Specifications",247160a463809906aac8412ae6ec4696
"https://www.dice.com/jobs/detail/Software-Developer-Global-Systems-Search%252C-Inc.-New-York-NY-10001/10322262/720554?icid=sr11502-384p&q=&l=New%20York,%20NY","Global Systems Search, Inc.",Full Time,"Software Developer University Degree in Computer Science from a leading University. Vast knowledge in the fields of Distributed systems, Networking, Storage At least 3 years of experience in writing high- level code in C#, C++. Knowledge of data structures, algorithms, and binary trees.  Experience working both in Windows, Linux Environment Experience in developing SW products from scratch Join an elite team responsible for the development of an efficient distributed (storage) system with ultra high throughput. The Developer will have experience in all phases of software development life cycle, from requirements gathering, to design, coding, unit testing, debugging and supporting in production. This position requires technical proficiency/problem solving as well as an eager attitude, professionalism and solid communication skills.    Qualifications: 3 years of C# and or C++ programming  Multi-threading and performance-oriented programming  Network programming Linux system programming  Application profiling and debugging Data structures and algorithms   Desired:   Experience with storage systems  Experience with distributed systems  Experience with visual studio  Experience with databases  Experience with scripting languages",Dice Id : 10322262,"New York, NY",Software Developer,3 weeks ago,Telecommuting not available|Travel not required,,"C#, Algorithm Development, Storage",f55a1964133d164120f1246a35441df8
"https://www.dice.com/jobs/detail/.Net-Developer-IntePros-Consulting-Philadelphia-PA-19103/intecon/718022?icid=sr11612-388p&q=&l=New%20York,%20NY",IntePros Consulting,"Contract Corp-To-Corp, Contract Independent, Contract W2","- Participate in lifecycle development of .NET-based applications following an Agile methodology, including requirement analysis, software design and implementation, and system testing.- Lead or develop software components using Microsoft .NET technologies- Supporting the operation, maintenance, administration of the CMP messaging application and infrastructure.- Working with Scrum master to clarify requirements, and classify and prioritize business requests, bug fix requests, and operational issues reported by business.- Support and maintenance of existing systemsDeep understanding of design patterns and SOLID principals - More than 5 years of working experience in software development / Object-Oriented Programming with MS .NET C# language - Experience with technologies such as Microsoft Internet Information Services (IIS), windows services, and Windows Communication Foundation (WCF), and Service Oriented Architecture - Database Design and development using Microsoft SQL Server - Experience with concurrent development source control and continuous integration - Experience with LINQ to SQL using the Microsoft Entity Framework - Experience with one or more of the following technologies – SQL Server Development and Administration, SSRS, SSIS, ETL, Service Broker. - Unit testing and mocking using frameworks such as Moq and MSTest are plusses - Service Broker Experience a big plus.",Dice Id : intecon,"Philadelphia, PA",.Net Developer,4 weeks ago,Telecommuting not available|Travel not required,,.Net,458138532758b6e6bfd0f12e74dd9ae2
"https://www.dice.com/jobs/detail/DevOps-Engineer-Salt-Search-New-York-NY-10001/10483211/712693?icid=sr11815-394p&q=&l=New%20York,%20NY",Salt Search,"Contract W2, 12 months","The DevOps engineer will be an instrumental part in the development of our client’s innovative platform.The DevOps Engineer will work alongside an elite group of engineers in the nation to help build out my client’s current platform and tech practice. As a DevOps engineer you will come from a strong software development back round with experience working within an agile/DevOps oriented environment and a strong interest in working in a collaborative environment. The DevOps engineer will be passionate and excited to be part of one of the fastest growing tech companies in the nation.My client has recently been acquired and is in hyper growth mode. Their culture is second to none with an innovative and open workspace boasting beautiful offices in NY and internationally. Culture is number one followed by continued growth of its team members. The client is a leader within the e-commerce space and falls in the ranks of top technology companies in the nation – the name its self attracts talent from top companies around the world! Start: ASAPLocation: NYCContract: 12 + months to hire   Required:Strong software development back roundInterest in learning DevOps and working with automation toolsProficiency in shell Scripting and/or Python or Ruby for automation tasksAWS or any other cloud related experienceDevOps tools such as Saltstack, Ansible, Logstash, Graphite, etc.Nginx, HAProxy, or other load balancing solutions Get in touch, Danielle Noket 646-893-4626 ",Dice Id : 10483211,"New York, NY",DevOps Engineer,1 month ago,Telecommuting not available|Travel not required,,"AWS,Python, Shell, CICD,Puppet, Chef,",42896680f74d236c7f526ff71184165d
"https://www.dice.com/jobs/detail/Java-developer-SoftPro-Systems-Inc-Jamesburg-NJ-08831/10138145/689880?icid=sr11780-393p&q=&l=New%20York,%20NY",SoftPro Systems Inc,"Contract Corp-To-Corp, Long Term"," who can work on our w2.Description: Java knowledge, we need people who know SQL and have a good understanding of Spring / Hibernate.",Dice Id : 10138145,"Jamesburg, NJ",Java developer,1 month ago,Telecommuting not available|Travel not required,,"Java,J2EE,Spring",32f01c695c396293f43b87581835bbf3
"https://www.dice.com/jobs/detail/.Net-Developer-TEKsystems%252C-Inc.-Folsom-CA-95630/10105424/5800038-911?icid=sr12-1p&q=&l=San%20Francisco,%20CA","TEKsystems, Inc.",C2H W2,"This client is looking for a mid level full stack developer to come in and become a part of their IT team. This is a contract to hire, so they are looking for someone that wants to learn and grow with their company.*******Candidates must be local to CA and available to work on a W2 basis!*******Must Haves:-C#-ASP.NET-JavaScript -HTML-SQL - will write SQL/transact SQL. Nice to Have:-Web Forms-MVC-Object Oriented Programming-Entity Framework-LinqTheir 'legacy' code is written in C# and ASP.NET. They are switching to MVC which will be their new framework. This individual does not need to know MVC but they should know they will be learning it which should be very appealing to them. Anyone with knowledge of SQL will be a huge advantage for them. This is currently their gap in knowledge. About TEKsystems:Join TEKsystems®, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other.",Dice Id : 10105424,"Folsom, CA",.Net Developer,14 minutes ago,Telecommuting not available|Travel not required,,.Net Developer,0f42437eaf8c6b590c9de5ec79905327
"https://www.dice.com/jobs/detail/Web-Developer-Robert-Half-Technology-Sacramento-CA-95815/rhalfint/00390-9500200147?icid=sr301-11p&q=&l=San%20Francisco,%20CA",Robert Half Technology,Full Time,"Sacramento client looking for an OUTSTANDING Web Developer to add to their team. As part of the team this web developer would be responsible for the coding, innovative design and layout of their website. Responsibilities include writing well designed, testable, efficient code. Website layout/user interface using HTML/CSS Integrate data from databases. To hear more about this opportunity please send your resume to mara.mureddu@rht.com Job Requirements In-depth knowledge ofHTML/CSS Familiarity with at least one of the following programming languages: PHP, ASP.NET, JavaScript or Ruby on Rails SEO OOP",Dice Id : rhalfint,"Sacramento, CA",Web Developer,1 day ago,Telecommuting not available|Travel not required,,".Net, ASP, ASP.NET, CSS, Developer, HTML, JavaScript, OOP, PHP, Programming, Ruby, User Interface, Web Developer",5bc7253ae16062dc074b5a209d7e3c99
"https://www.dice.com/jobs/detail/Business-Analyst-Bayside-Solutions-San-Francisco-CA-94103/10119262/BBBH10321-267?icid=sr248-9p&q=&l=San%20Francisco,%20CA",Bayside Solutions,"Contract W2, 18","Client is looking for 2 Business Analysts for their expanding requirements/business analysis team. Currently, multiple projects coming in over the next 1-3 months and need to start preparing nowThey are projects that are things that come up on industry trends and random things on who needs these things for the ""next big thing"", including projects on robotics, wealth management, commerce appsBA writes user stories and flows as well as BRD and requirements - partner w/ the User experience designer to sit alongside the BA's; run in sprints (2-4 weeks) and scrum methodologies; 6-8 months projects to hand off to project partners; they are just getting into the lab and their work is POCPure contract roles; 2-4 week probationary period (6-18 mo)Looking for someone that comes more from the product spaceCandidates can come from any vertical market, Financial Services, Retail, Start-up (preferred)All of these people are going to sit in SFOn site work; cannot accommodate the work from home (couple days as needed)",Dice Id : 10119262,"San Francisco, CA",Business Analyst,15 minutes ago,Telecommuting not available|Travel not required,,"Business Analysis, Requirements Gathering, BRD, Use Case",57194ede54f1e25ad2cfaa77e760aa07
"https://www.dice.com/jobs/detail/Business-Analyst-Kforce-Inc.-Stanford-CA-94305/kforcecx/ITWQG1573279?icid=sr323-11p&q=&l=San%20Francisco,%20CA",Kforce Inc.,"Contract W2, Temp","RESPONSIBILITIES:Kforce has a client seeking a Business Analyst in Stanford, Connecticut (CT).Job Summary:Primary responsibilities include defining and documenting business requirements and creating AS-IS and T0-BE Processes / Workflows for the development and implementation of a complex Clinical Genomics system in the Clinical / Hospital / Healthcare industry.Essential Functions:* Develop and document use cases, functional requirement documents, test and training plans, and other design artifacts as needed* Defines and documents business and IT system processes and workflows* Models AS-IS and TO-BE processes* Prepare detailed process flow charts and diagrams outlining system capabilities and workflows* Work with business users to document current work flow processes and collaborate with users in identifying, defining and documenting process improvement options and alternatives as directed by business needs* Conduct and facilitates sessions to develop and coordinate the requirements, specifications, design, and testing efforts for a large clinical healthcare project* Analyze business workflow and system needs for new features and enhancements and assist in data mapping* Updates existing requirements, roles and responsibilities and other documentation* Develop training and testing plans to ensure design meets defined business requirements* Coordinate plans as neededREQUIREMENTS:* Bachelor's degree in Computer Sciences/Information Technologies or related field* At least 4-6 years of experience of Business analysis expertise in Healthcare / Hospital environment* Over 6 years of experience with Software Development Life Cycles (SDLC)Knowledge, Skills, and Abilities:* Working knowledge of healthcare EMR/EHR/Healthcare claims data* Understanding of Hospital, Healthcare, and / or Clinical lines of business * Expert ability to document business analysis deliverables such as requirements, workflow diagrams, and testing documentation* Understanding of data warehousing and data management in healthcare environment* Understanding of healthcare interoperability especially in Claims, EMR, Clinical and Lab applications* Experience with HIPAA, and knowledge of PII best practices* Knowledge of technical applications and interfaces typically used in healthcare environment* Excellent verbal and written communication skills* Maintain confidentiality and comply with Health Insurance Portability and Accountability Act (HIPAA)Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",Dice Id : kforcecx,"Stanford, CA",Business Analyst,3 hours ago,Telecommuting not available|Travel not required,,See job description,ec79d1c4c7b5a2320e78a3893b484533
"https://www.dice.com/jobs/detail/Business-Analyst-STS-Consulting-Newark-NJ-07102/softtest/16-00863?icid=sr11233-375p&q=&l=New%20York,%20NY",STS Consulting,"C2H Corp-To-Corp, C2H Independent, C2H W2, 12 months","This Candidate must have experience across Fixed Income analytics and specifically Intex and Structured product finance including CMO securities.Responsible for developing business specifications (e.g., calculations, inputs, outputs); interacting with Business and Systems personnel to support the areas business needs; researching and responding to questions from key partners; researching product, calculation and rules issues that need to be supported in the system; participating in the testing of various systems to ensure accuracy of numbers and disclosure, including the reporting, analysis, and de-bugging of errors; and coordinating the appropriate review and approval of some specifications. May also develop test plans and test decks.Group Overview/ResponsibilitiesThe Business Analysis Group is responsible for supporting various initiatives across PIM Fixed Income with an emphasis on understanding the project(s) requirements from the business perspective and to ensure those requirements are translated into the appropriate functional deliverables. This role liaises with IT and Business Stakeholders in supporting project implementation, documenting and validating system requirements, identifying and recommending solutions for improving existing processes and technology needs that will enable the Business Stakeholders to achieve their goal(s). The group supports the following business areas: Portfolio Management and Analysis, Operations, Compliance, Client Services and Credit Research Performance Reporting. The group leads/participates in 1) Technology projects 2) Infrastructure upgrades 3) Process Improvements 4) Strategic Business Initiatives. The size and scope of projects may vary from small, tactical requests to large, strategic implementations, technical or non-technical efforts. The team is also responsible for providing general production support for the firm's systems and processes across the various user groups.Key Responsibilities:· Define, develop and provide information and analysis to drive the decision-making process and support business operations for internal and external customers.· Work with end users to generate solutions to business issues and the plan/implement those solutions.· Gather and document user requirements, test plans, and project plans by working with key individuals representing the business, operations, and technology.· Support the production group by monitoring open issues and problems to identify and implement timely solutions.· Develop test plans, scenarios, and scripts, as well as, perform quality assurance testing and assist in user acceptance testing.· Become a subject matter expert on the trading and performance platforms.· Coordinate and manage small and medium scale projects to completion with minimal supervision.· Develop and maintain all analysis and testing documentation pertaining to an enhancement or project.· Provide on-going support for the application, including production issues and ad-hoc data requests.Qualifications / Requirements:· Undergraduate (B.S.) degree in Finance, Economics, Business, or computer related field.· Minimum of 4-6 years' experience in the Financial Industry, specifically Fixed Income and Derivatives products.· Proven ability to solve problems based on researching and analyzing information.· Strong analytical skill and ability to make independent decisions and develop creative solutions to meet business needs.· Strong knowledge of fixed income securities, trading and operational processes.· Proficient with MS Excel, MS Word, MS Visio and PowerPoint.· Possesses excellent communication and interpersonal skills and comfortable working with all levels of an organization's technology and business departments.· Basic understanding of the System Development Life Cycle (SDLC).· Ability to work individually and demonstrate drive, persistence, and personal ownership of assignments.· Ability to work in teams and actively participate in making decisions and show problem solving capabilities.· Must be a self-starter, enthusiastic; and possess very strong organizational, task management and prioritization skills.· Experience in data manipulation and writing SQL queries.· Performance and/or attribution knowledge a plus",Dice Id : softtest,"Newark, NJ",Business Analyst,3 weeks ago,Telecommuting not available|Travel not required,,(FIXED INCOME over 1 year(s) OR DERIVATIVES over 1 year(s) ) AND(SQL over 1 year(s) OR PLSQL over 1 year(s) OR PL / SQL over 1 year(s) ) AND(INTEX OR CMO OR COLLATERALIZED MORTGAGE OBLIGATION ),69a4b8ff78180581ebf72b873076769c
"https://www.dice.com/jobs/detail/Network-Engineer-Scivantage-Jersey-City-NJ-07310/RTX19f0d6/717297?icid=sr11636-388p&q=&l=New%20York,%20NY",Scivantage,Full Time,"Scivantage is an independent financial technology provider with proven expertise in online brokerage, tax and portfolio reporting, and wealth management applications that automate and integrate key business practices for broker-dealers, mutual funds, custodians and prime brokers. From trade order processing and account management to comprehensive cost basis reporting and automated account opening, maintenance and funding, Scivantage's back-office independent solutions enable financial institutions and financial professionals to dramatically reduce operational costs, strengthen customer relationships and improve productivity.Ranked for six consecutive years on the Inc 500/5000 list of the Fastest Growing Private Companies, Scivantage values its employees. We look to each team member to help drive the growth of our company, and reward those efforts with a competitive compensation package, benefits and a stimulating work environment.The Network Engineer works for the Infrastructure team and will be the primary point of contact for all things networking on the team.  He / She will work with other teams including Development, DBA and Project Management teams to ensure the stability, integrity, and performance of all networking services. This is achieved through proactive troubleshooting, monitoring, and maintaining the network across the organization for high availability and performance. This individual will assist in the scoping, configuration, analysis and resolution of the Core Networking Components, Wireless,  VPN and Web Services in a timely and responsive basis and will be the main point of contact for all networking issues related to clients and the corporate environment.  This job will sometimes require you to interface directly with Clients. Basic Skills and Experience:8+ years experience required as a Network engineer or Systems and Networking Engineer.  Cisco experience is required.Create and maintain documentation for network architecture and network configuration.  Suggest improvements as needed.Strong with Spanning-Tree topology, Ipsec, Gre and Vlan / SVI fundamentals.Must understand how to troubleshoot client facing connections as well as connections in remote datacentersMonitor network performance and troubleshoot problem areas as needed proactively and reactively as needed.Assist in the evaluation of emerging technologies with senior staff toward enhancement of network hardware and software services.Experience working with carriers to troubleshoot circuit problems.Experience working with monitoring tools, such as Nagios or SolarwindsThere will be a weekly on-call rotation scheduled with other team membersWill be required to work after hours and on weekends as necessary.Must be able to work independently. Desired Skills & Experience:Able to design a network from scratch and sell their vision to management.Very strong in Layer 2 and Layer 3 design and troubleshooting.   Experience with both internal and client facing technical work.  Designing the network utilizing a security architecture is a big plus.Use packet capture and packet analysis to help Development and Infrastructure teams resolve issues related to application and server timeouts. PlusAny past experience designing networks for datacenters is a plusExperience with routing protocols are a plusExperience with Load Balancers.  F5 and A10 are a plus.Experience with Juniper and Fortinet firewalls are a plus especially being able to translate rules between Fortinet and Cisco.Technical certifications are a plus",Dice Id : RTX19f0d6,"Jersey City, NJ",Network Engineer,4 weeks ago,Telecommuting not available|Travel not required,,Cisco; Layer 2&3;Load balancers,42d453c684b74d0328fdcb2f5fba9bc4
"https://www.dice.com/jobs/detail/Java-Developer-Global-Resource-Management%252C-Inc.-Warren-NJ-07059/grmi/61242?icid=sr11417-381p&q=&l=New%20York,%20NY","Global Resource Management, Inc.","Contract W2, C2H W2, 06+ Months","Job Description :7+ years experience as Senior Developer with J2EE and Java technologies, Spring, Servlet, Web Services, XML, XSLT, SOA & AJAX . - solid working experience of Java, OOP, SOA, modular code development, design pattern, multi-threading. - Server back end and API/Service development experience is required - Mobile web experience is a plus - Experience in Spring Integration, Caching, or any similar technology is a plus - Experience with JUnit/TestNG, Maven, Oracle, UNIX - Good understanding or network protocols such as TCP/IP, HTTP etc. - Strong problem solving and analytical skills, proactive and go-getter - Good grasp of industry best practices in enterprise-class software development, agile methodology - Design and code from specifications, analyzes, evaluates, tests, debugs, documents, and implements complex software apps - Uses coding methods in specific programming languages to initiate or enhance program execution and functionality - Participate in the evaluation, recommendation, and selection of hardware and software solutions - Performs expert-level engineering tasks associated with the analysis, design, and development of computer hardware, firmware, embedded systems, and/or operating systems - Develop, maintain, and report intranet metrics - Interface with different departments within the organization regarding new deployments - Research/analyze data processing functions, methods and procedures - Monitor program execution for expected performance - Requires a bachelor's degree in area of specialty and at least 5 years of experience in the field or in a related area. Thanks,MikeGlobal Resource Management, Inc. (GRMI)Main: 404 476 4945.  770 729 9222 (Fax)mike@grmi.net""GRMI- not just a name...A COMMITMENT TO EXCELLENCE""",Dice Id : grmi,"Warren, NJ",Java Developer,3 weeks ago,Telecommuting not available|Travel not required,,"J2EE and Java technologies, Spring, Servlet, Web Services, XML, XSLT, SOA & AJAX",183ab94e63b21b8da976db17daf6f55c
"https://www.dice.com/jobs/detail/Project-Manager-Signature-Consultants-San-Francisco-CA-94103/sigmass/172276-851?icid=sr348-12p&q=&l=San%20Francisco,%20CA",Signature Consultants,"Contract W2, 6","Project Manager Summary: The IT Project Manager will lead the Real Time Automated Communications (RTAC) project. In scope is the installation of a Generation Management System connected to an EMS and Hydro Scada to communicate with Hydro Generating Units. GMS will facilitate monitoring the output of Hydro Generating Units as well as dispatching signals to the Generating Units to move their output up or down. The RTAC Project Manager will interact with Infrastructure Project Managers and Subject Matter Experts in the EMS side. Project Managers are responsible for assembling the project team and using the provided cost and scheduling tools to define the scope, budget, and resource needs, and controlling other project variables. PMs also function as a liaison between IT and the Business Client, and act as the go-to person that represents the entire project from the planning through to the deployment stage.Responsibilities:Responsible for implementing the RTAC project. This project is a one-time, multitask jobs that have clearly defined start and end dates, a specific scope of work, a budget, required resources, and a specified performance objective to be achieved.Demonstrate advanced knowledge and technical competenceExercise independent judgment and discretion in matters of significance with broad scope and high complexityGathering, defining and documenting project requirementsClearly defining and communicating roles, responsibilities and expectations for all members of the project teamObtaining and defining staffing requirements and forming project teamsIndependently planning all associated work to meet project goalsBe able to think out of the box to creatively solve complex project challengesProviding direction and leadership to project management analysts and schedulersDeveloping metrics, procedures, objectives and methods to assess project progress while utilizing established standards and quality objectivesConducting project kick-off meetingsCommunicating individual project roles and expectationsEnsuring all project team members have the tools and training necessary to perform effectivelyRecording, tracking and communicating issues, risks, changes, and status reports within standard toolsAccurately and consistently forecasting project resource, material and contract costs within standard toolsDriving all project related tasks to completionDeveloping and Maintaining up-to-date detailed project schedules and work plansMonitoring critical project milestones, and identifying ways to resolve schedule issuesConducting and site visits as necessaryAssessing project performance and implementing changes as necessary to ensure the projects remains within specified cost, schedule, scope and quality objectivesCommunicating status of all projects to stakeholders and managementDeveloping and maintaining a productive working relationship with project sponsors, vendors and key clientsResolving problems of project specific scope within procedural guidelinesExercising independent judgment and discretion in matters of significance with moderate scope and complexityPreparing all project documentation for closure, storage, and possible auditing activities, ensuring technical accuracyFunctioning in a process oriented environmentQualifications:BA/BS in Computer Science, Business, Engineering or equivalent experience5+ years' experience managing one or more complex IT product/software development cycles/projectsStrong Communications skills, able to speak at all levels of the organizationExperience with IT professional service agreements and materials logisticsAdvanced understanding of project management principles and methodologiesWorkforce planning and resource management skillsAbility to function and manage in a matrixed environmentSolid PM skills with experience in Financial Systems; SAP, Oracle and/or JD EdwardsAdvance skill using MS ProjectGoal orientedDesired Skills:Experience implementing a Generation Management System (GMS) or Energy Management System (EMS)Experience working in a PMO environment as Project Lead or Project Manager for medium to complex projectsPrior experience using a Project management tool e.g. HP PPMc, Clarity or PrimaveraHelp mentor less experienced PMsSkilled in using the following programs - PPMC, IT Methodology, Microsoft Office SuiteUnderstanding of IT roles and responsibilities at PG&EExcellent presentations skillsAbout Signature Consultants, LLCHeadquartered in Fort Lauderdale, Florida, Signature Consultants was established in 1997 with a singular focus: to provide clients and consultants with superior staffing solutions. For the sixth consecutive year, Signature was voted as one of the ""Best Staffing Firms to Work For"" and is now the 15th largest IT staffing firm in the United States (source: Staffing Industry Analysts). With 25 locations throughout North America, Signature annually deploys thousands of consultants to support, run, and manage their clients' technology needs. Signature offers IT staffing, consulting, managed solutions, and direct placement services. For more information on the company, please visit www.sigconsult.com.",Dice Id : sigmass,"San Francisco, CA",Project Manager,21 minutes ago,Telecommuting not available|Travel not required,,Project Manager,0e407054e5c0b108aaccf3dfe6996f13
"https://www.dice.com/jobs/detail/Senior-Network-Engineer-Oakridge-Staffing-New-York-NY-10016/10124289/709220?icid=sr11340-378p&q=&l=New%20York,%20NY",Oakridge Staffing,Full Time,"Senior Network Engineer opportunity to work with a growing global financial services firm; our client is seeking to hire a Senior Network Engineer  to work closely with the Network infrastructure team,  to ensure the architecture, design and engineering  meet business requirements within a global environment. The Senior Network Engineer will have hands-on experience with LAN and WAN technologies,  routers, switches, firewalls and all Network related equipment.Desired Skills and ExperienceNetworking Network Engineering Virtual Private Network (VPN) Network Security Wide Area Network (WAN) Routers Cisco Routers LAN-WAN Network Administration IPSec Switching Border Gateway Protocol (BGP) Open Shortest Path First (OSPF) Internet Protocol Suite (TCP/IP) Oakridge staffing is a leader in placing IT professionals at hedge funds, investment banks, FINTECH firms and other top financial institutions. Our focus remains with clients throughout the New York Metropolitan, Westchester, Southern Connecticut and Charlotte Metro regions.For immediate consideration, please send your resume to diana@oakridgestaffing.com",Dice Id : 10124289,"New York, NY",Senior Network Engineer,3 weeks ago,Telecommuting not available|Travel not required,,Networking Network Engineering Virtual Private Network (VPN) Network Security Wide Area Network (WAN) Routers Cisco Routers LAN-WAN Network Administration IPSec Switching Border Gateway Protocol (BGP),f76ae6805d7a64269517a5b1a32df1ad
"https://www.dice.com/jobs/detail/Business-Systems-Analyst-Pierce-Technology-Corporation-West-Windsor-NJ-08550/pierce/715318?icid=sr11682-390p&q=&l=New%20York,%20NY",Pierce Technology Corporation,"Contract Corp-To-Corp, Contract W2, 1+ Year","Please email all resumes to Smorrell@pierce.com (No phone calls)Business Systems Analyst (MUST BE LOCAL TO NJ, Face to Face interview required)1+ Year8+ years of experienceVery strong SQL experienceExcellent information and data analysis skillsExcellent technical and business terminology to consult with clients, vendors and other internal staffProven ability to work effectively on multiple projects simultaneously (balance workload)Analyze computer systems, their components, and business and technical workflowAbility to analyze and interpret technical documentation and organize and present technical information and deliver training information to customers, technical and management staff clearly and effectively in both oral and written form.Please email all resumes to Smorrell@pierce.com (No phone calls)Stephen Morrell | Director of Recruiting | Pierce Professional ResourcesConnect with me on LinkedIn",Dice Id : pierce,"West Windsor, NJ",Business Systems Analyst,1 month ago,Telecommuting not available|Travel not required,,"SQL, Systems Analyst",2a0a7325dbda5461ad6ccfbadf4a9627
"https://www.dice.com/jobs/detail/Java-Developer-TEKsystems%252C-Inc.-Pleasanton-CA-94582/10105424/5794403-47?icid=sr69-3p&q=&l=San%20Francisco,%20CA","TEKsystems, Inc.","Contract Corp-To-Corp, Contract Independent","Overview: Can you build solutions that scale vertically as well as horizontally? Do you find solving complex problems an exciting challenge? Do you measure performance down to the millisecond? Do you have a passion for delivering systems and solutions that are used internationally and scaled globally? Apply now for a chance to join our team!We are looking to hire an accomplished Staff Software Engineer to use cutting edge technologies and build processing systems and solutions to handle the high volume business transactions between our company and its partners.Responsibilities:*Deliver high performance software solutions using software architecture patterns and best practices and aspect-oriented programming*Work hand-in-hand with architects to build the right solution the first time*Work closely with product teams to ensure solutions achieve the business vision and are delivered to market on schedule*Work closely with operations and support staff to ensure successful production delivery and hand-off post-releaseQualifications:*Master/Bachelor's degree in Computer Science or related discipline*5+ years of software development experience with core Java and J2EE*Java experience with JDK 1.6 or above preferred*Spring and Struts frameworks and writing multithreaded applications*RESTful architecture and REST Web Services implementation*Database design with DB2 or Oracle and with good exposure to SQL*Strong OO Design and development skills*Creative problem solver and excellent communicator*Finance or payment industry experience a plus About TEKsystems:Join TEKsystems®, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other.",Dice Id : 10105424,"Pleasanton, CA",Java Developer,25 minutes ago,Telecommuting not available|Travel not required,,Java Developer,57459406b900ed093ed561cc65051a78
"https://www.dice.com/jobs/detail/Data-Analyst-Alltech-Consulting-Services%252C-Inc.-New-York-NY-10005/10114281/720876?icid=sr11355-379p&q=&l=New%20York,%20NY","Alltech Consulting Services, Inc.",Contract W2,"The Market Risk Team develops software to measure and monitor market risk and capital for the firm's global portfolio. We are responsible to calculate the market risk of the firm. Based on the daily positional data, we run simulations to predict the amount of money the firm might potentially lose over different time horizons. Our clients include senior management, risk monitors, Market Risk research and traders.? Responsibilities of the position comprise of design and implementation of distributed risk engines and services in a multi-tiered data-centric environment in Java utilizing XML and DB2. Daily tasks will include design, develop and support scalable and highly parallelized applications and services on a Linux based distributed architecture processing large data volumes. The ideal candidate will have exposure to building well-architected, distributed, scalable solutions and a strong knowledge of Linux. Experience with large relational databases and a good grasp of SQL/SP is necessary. The candidate will also be proficient in scripting to organize/analyze large data sets We are looking to expand our team with a smart and highly motivated team player. The Market Risk team is responsible to build highly scalable and computationally intensive systems dealing with large volumes of data. The ideal candidate will be capable of collaborating with people around the world. The candidate would be a self-starter and motivated to explore ideas to come up with innovative solutions in a fast paced environment.  ",Dice Id : 10114281,"New York, NY",Data Analyst,3 weeks ago,Telecommuting not available|Travel not required,,"SQL/SP, Linux,Java, XML, DB2",cc81ef1811b48cb9d4f952202a854ac8
